legacy_r_number,r_number,customer_name,customer_number,type_short,description_invoice,description_private,voltage,wattage,die_shape
R402,R0402,KEY PLASTICS,C000100,SCB,,,240,700,45 x 80
R403,R0403,BUONO NET,C000038,SCB,,STD HX P/ALL NO HOLES ,240,300,170 x 135
R404,R0404,PCC PACKAGING,C000130,SCB,,,240,2400,95 x 169
R405,R0405,RADICAL PRODUCTS,C000156,SPEC,,,240,1700,165 x 95
R406,R0406,PACEMAKER COMPONENTS,C000124,SCB,,,240,1700,202 x 20
R407,R0407,PACEMAKER COMPONENTS,C000124,SCB,,,240,420,202 x 25
R408,R0408,PACEMAKER COMPONENTS,C000124,SCB,,,240,525,112 x 42
R409,R0409,PACEMAKER COMPONENTS,C000124,SCB,,,240,500,200 x 30
R410,R0410,ADVANCE PROFILE TECH,C000007,SCB,,,240,650,200 x 140
R411,R0411,ADVANCE PROFILE TECH,C000007,SCB,,,240,3000,200 x 40
R412,R0412,ACACIA PRODUCTS,C000002,SCB,,,240,875,200 x 70
R413,R0413,APP,C000024,SCB,,,240,1600,153 x 70
R414,R0414,APP,C000024,SCB,,,240,1200,255 x 47
R415,R0415,TECHPLAS EXTRUSION  ,C000184,CKB,,,240,2200,313 x 37
R416,R0416,SEALED AIR AUSTRALIA,C000171,SCB,,,240,1200,300 x 70
R417,R0417,TAPEX,C000182,PP,,,240,600,520 x 70
R418,R0418,TAPEX,C000182,PP,,,240,1200,235 x 75
R419,R0419,PACEMAKER COMPONENTS,C000124,SCB,,,240,2000,323 x 55
R420,R0420,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,1500,90 x 85
R421,R0421,APP,C000024,SCB,,,240,900,280X175X50
R422,R0422,SVP INDUSTRIES,C000179,RAPP,,,240,800,D210mm x W50mm
R423,R0423,EXTRUSION TECH,C000066,SCB,,"STD HX P/ALL 3/4"" THERMO HOLE ",240,1100,295 x 50
R424,R0424,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 11-3062,240,1750,150 x 100
R425,R0425,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 17-3094,240,1750,220 x 50
R426,R0426,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 20-1161,240,1100,220 x 80
R427,R0427,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 20-1445,240,1500,240 x 140
R428,R0428,VPI BUILDING,C000062,SCB,,LAYFLAT P/ALL NO HOLES,240,3000,125 x 95
R429,R0429,CINQPLAST PLASTOP,C000044,SCB,,,240,1300,320 x 50
R430,R0430,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 19-1610,220,1500,100 x 70
R431,R0431,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 20-1443,220,500,205 x 60
R432,R0432,CINQPLAST PLASTOP,C000044,SCB,,,240,1300,200 x 130
R433,R0433,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 20-1451,220,1000,80 x 65
R434,R0434,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 10-1321,220,500,325 x 130
R435,R0435,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 19-2114,220,3200,D200mm x W128mm
R436,R0436,TECHPLAS EXTRUSION  ,C000184,CKB,,"2 WAY TERMINAL BLOCK 1"" HOLE",240,3200,180 x 147
R437,R0437,TAPEX,C000182,PP,,,380,675,220 x 125
R438,R0438,VINIDEX - HEAD OFFICE,C000201,CKB,,,240/415,4000,140 x 105
R439,R0439,KEY PLASTICS,C000100,SCB,,,240,1600,175 x 50
R440,R0440,APP,C000024,SCB,,STD HEATREX PLUGALL 3/4' THERMO HOLE,240,1000,220 x 60
R441,R0441,PACEMAKER COMPONENTS,C000124,SCB,,,240,1600,220 x 85
R442,R0442,AUSTRALIAN PLAST RE-PROCESS,C000031,SCB,,,415,1900,605 x 140
R443,R0443,IPLEX - CHIPPING NORTON,C000092,SCB,,,240/415,6000,165 x 100
R444,R0444,SIMS METAL,C000174,SCB,,,240,1400,400 x 250
R445,R0445,TAPEX,C000182,PP,,,240,2000,470 x 395
R446,R0446,WEBSTERCARE,C000106,MICA,,,240,900,170 x 100
R447,R0447,KEY PLASTICS,C000100,SCB,,SIMILAR TO R2103,240,1600,170 x 175
R448,R0448,KEY PLASTICS,C000100,SCB,,,240,3200,330 x 50
R449,R0449,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,1500,162 x 37
R450,R0450,FOSTER PLASTICS - VIC,C000074,BCB,,4 CUT-OUTS,240,500,210 x 50
R451,R0451,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,STD HEATREX P/ALL 3/4' THERMO HOLE AT 3 OCLOCK,240,1100,124 x 90
R452,R0452,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,,240,1200,128 x 68
R453,R0453,APP,C000024,SCB,,,240,950,810X80 S/L835
R454,R0454,THOMAS THOMS,C000190,SSCB,,,240,2350,155 x 80
R455,R0455,VINIDEX - HEAD OFFICE,C000201,SCB,,LARGE CUT OUT,240,1000,320X320X60
R456,R0456,FENSKE,C000069,RAPP,,,240,1300,320X320X180
R457,R0457,FENSKE,C000069,RAPP,,,240,3600,252 x 52
R458,R0458,TAPEX,C000182,SCB,,,240,2000,305 x 52
R459,R0459,TAPEX,C000182,SCB,,,240,2200,155 x 60
R460,R0460,VINIDEX - HEAD OFFICE,C000201,SCB,,,240,900,762X80 S/L785
R461,R0461,THOMAS THOMS,C000190,SSCB,,,240,2200,166 x 25
R462,R0462,TECHPLAS EXTRUSION  ,C000184,SCB,,STANDARD HEATREX PLUGALL 3/8 HOLE,240,450,117 x 90
R463,R0463,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,,240,1000,210 x 24
R464,R0464,TOBIN ELECT COMPONENTS,C000191,SCB,,,415,580,75 x 25
R465,R0465,TUSCAN INDUSTRIES,C000194,SCB,,STAND OFF PLUGALL WITH NUT & BUSH,240,200,100 x 75
R466,R0466,TAPEX,C000182,SCB,,,240,825,216 x 35
R467,R0467,TAPEX,C000182,SCB,,,240,825,300X115X115
R468,R0468,TECHPLAS EXTRUSION  ,C000184,RAPP,,,240,1500,134 x 40
R469,R0469,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,500,375 x 345
R470,R0470,IPLEX - CHIPPING NORTON,C000092,CKB,,,240/415,16000,250 x 100
R471,R0471,CROMFORD PIPE MOSSVALE,C000051,SCB,,,240,2500,230 x 50
R472,R0472,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 11-3821,240,1250,230 x 80
R473,R0473,VPI BUILDING,C000062,SCB,,,240,1900,250X120X80
R474,R0474,FENSKE,C000069,RAPP,,WITH HOLE,240,1000,200 x 60
R475,R0475,SURETECO,C000178,SCB,,,240,1300,300 x 90
R476,R0476,TECHPLAS EXTRUSION  ,C000184,SCB,,"STD HX P/ALL 1"" THERMO HOLE ",240,3000,220 x 60
R477,R0477,SURETECO,C000178,SCB,,,240,1200,208 x 50
R477A,R0477A,TECHPLAS EXTRUSION  ,C000184,SCB,,"STD HX P/ALL 1"" THERMO HOLE OFFSET",240,1500,340X120 S/L400
R478,R0478,FRESH & GREEN AUSTRALIA,C000075,SCB,,,240,1300,197 x 85
R479,R0479,APP,C000024,SCB,,,240,1600,197 x 35
R480,R0480,APP,C000024,SCB,,,240,700,195 x 180
R481,R0481,IPLEX - CHIPPING NORTON,C000092,SCB,,,240,3000,248 x 40
R482,R0482,YATALA PLASTICS,C000220,SCB,,,240,900,250X120X80
R483,R0483,FENSKE,C000069,RAPP,,NO HOLE,240,1000,400X120X160 
R484,R0484,FENSKE,C000069,RAPP,,WITH HOLE,240,2800,400X120X80
R485,R0485,FENSKE,C000069,RAPP,,NO HOLE,240,1400,115 x 40
R486,R0486,MARCO EXTRUSION,C000107,SCB,,,240,400,400X120X220
R487,R0487,FENSKE,C000069,RAPP,,WITH HOLE,240,3600,150 x 30
R488,R0488,FENSKE,C000069,SCB,,,240,475,150 x 75
R489,R0489,FENSKE,C000069,SCB,,,240,1200,175 x 25
R490,R0490,FENSKE,C000069,SCB,,,240,475,175 x 75
R491,R0491,FENSKE,C000069,SCB,,,240,1400,303X188X140
R492,R0492,APP,C000024,PP,,ODD SHAPE,240,875,180 x 35
R493,R0493,BRONADA SALES & MARK,C000037,SCB,,,240,700,170 x 90
R494,R0494,ACACIA PRODUCTS,C000002,SCB,,,240,1000,102X80 S/L243
R495,R0495,CINQPLAST PLASTOP,C000044,SCB,,,240,800,107 x 50
R496,R0496,CROMFORD,C000050,SCB,,,415,600,210 x 61
R497,R0497,APP,C000024,CKB,,,240,2000,78 x 110 x 136
R498,R0498,APP,C000024,SPP,,ODD SHAPE,240,750,174x206x136
R499,R0499,APP,C000024,SPP,,STD HX P/ALL FOLD @ 110 DEGREES,240,1800,380X188X140
R500,R0500,APP,C000024,SPP,,ODD SHAPE,240,875,258 x 30
R500A,R0500A,YATALA PLASTICS,C000220,SCB,,,240,750,235 x 40
R501,R0501,TAPEX,C000182,SCB,,,240,1200,125 x 50
R502,R0502,SURETECO,C000178,CKB,,,240,1000,D135mm x W75mm
R503,R0503,APP,C000024,SCB,,STANDARD HEATREX PLUGALL 3/4 HOLE,240,1100,60 x 185
R504,R0504,PACEMAKER COMPONENTS,C000124,SCB,,,240,1225,390 x 210
R505,R0505,VINIDEX - HEAD OFFICE,C000201,SPP,,DIA 140mm,240,1000,300 x 90
R506,R0506,PCC PACKAGING,C000130,SCB,,,240,2950,430 x 110
R507,R0507,KEY PLASTICS,C000100,SCB,,,240,2000,122 x 115
R508,R0508,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,LAYFLAT PLUGALL NO HOLES,240,1600,300X50 S/L396
R509,R0509,CLOROX,C000047,SCKB,,,208,940,D207mm x W135mm
R510,R0510,TECHPLAS EXTRUSION  ,C000184,SCB,,"STD HX P/ALL 1"" THERMO HOLE ",240,2200,205 x 32
R511A,R0511A,TECHPLAS EXTRUSION  ,C000184,SCB,,"STD HX P/ALL 1/2"" THERMO NEAR PIVOTS ",240,650,215 x 32
R511B,R0511B,TECHPLAS EXTRUSION  ,C000184,SCB,,"STD HX P/ALL 1/2"" THERMO NEAR PIVOTS ",240,650,100 x 110 S/L105
R512,R0512,CINQPLAST PLASTOP,C000044,SPP,,,240,500,112 x 118
R513,R0513,UNOMEDICAL,C000198,SCB,,,240,1300,90 x 30
R514,R0514,AUSTRALIAN CUSTOM PIPES,C000003,CKB,,MADE TO SAMPLE,Undefined,500,350 x 225
R515,R0515,TUSCAN INDUSTRIES,C000194,PP,,,240,2000,110 x 225
R516,R0516,TUSCAN INDUSTRIES,C000194,PP,,,240,600,254 x 37
R517,R0517,TAPEX,C000182,SCB,,,240,900,230X140X110
R518,R0518,APP,C000024,RAPP,,,240,1375,267 x 50
R519,R0519,AEP INDUSTRIES,C000008,SCB,,,240,1200,100 x 110 S/L105
R520,R0520,CINQPLAST PLASTOP,C000044,SPP,,,240,500,76 x 100
R521,R0521,SEALED AIR AUSTRALIA,C000171,SCB,,,240,800,125 x 36
R522,R0522,RBM PLASTIC EXTRUSION,C000157,SCB,,,240,500,360 x 220
R523,R0523,SIMS METAL,C000174,PP,,,240,2000,190X220X440X220X190
R524,R0524,APP,C000024,SPP,,FOLDS INTO BOX SHAPE,240,2500,D250mm x W150mm 
R525,R0525,TECHPLAS EXTRUSION  ,C000184,SCB,,"Standard Heatrex Plugall 1"" Hole",240,3600,250 x 40
R526,R0526,MPE PLASTICS,C000118,SCB,,,240,1100,240 x 60
R527,R0527,AEP INDUSTRIES,C000008,SCB,,,240,1100,360 x 55
R528,R0528,THOMAS THOMS,C000190,SCB,,,240,2000,120 x 35
R529,R0529,SEALED AIR AUSTRALIA,C000171,BCB,,,240,400,305 x 75
R530,R0530,CLOROX,C000047,SCB,,,240,2525,215 x 100
R531,R0531,ALLPLAS EXTRUSIONS,C000017,SCB,,,240,2100,210 x 30
R532,R0532,ASTRON PLASTICS,C000026,TUB,,IEH #H08612,240,1150,335 x 80
R533,R0533,VINIDEX - HEAD OFFICE,C000201,SCB,,,240,2200,230 x 130
R534,R0534,VPI BUILDING,C000062,SCB,,,240/415,4000,225 x 90
R535,R0535,KEY PLASTICS,C000100,SCB,,,240,2200,152X150 S/L360
R536,R0536,SVP INDUSTRIES,C000179,SBCB,,,240,1000,153 x 70
R537,R0537,TUSCAN INDUSTRIES,C000194,SCB,,,240,1100,150 x 140
R538,R0538,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,#11-3822,240,2200,225 x 65
R539,R0539,TECHPLAS EXTRUSION  ,C000184,SCB,,"STD HX P/ALL 9/16"" THERMO HOLE 20mm FROM EDGE AT 90 DEGREES",240,1300,93 x 218
R540,R0540,TAPEX,C000182,SCB,,,240,2200,560 x 90
R541,R0541,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,#20-3227,220,6000,140 x 85
R542,R0542,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,1175,205X170 S/L212
R543,R0543,TECHPLAS EXTRUSION  ,C000184,SSCB,,,240,500,360 x 220
R544,R0544,SIMS METAL,C000174,PP,,,240,2000,D210mm x W120mm 
R545,R0545,IPLEX - CHIPPING NORTON,C000092,SCB,,STD HX P/ALL 2X25MMX75MM SLOTS @90&270 DEGREES,240,2000,128 x 200
R546,R0546,Amalgamated Diemold DME,C000019,SCB,,,240,2500,65 x 50
R547,R0547,MPE PLASTICS,C000118,SCB,,,240,350,89 x 47
R548,R0548,UNOMEDICAL,C000198,SCB,,,240,400,153 x 95
R549,R0549,TUSCAN INDUSTRIES,C000194,SCB,,,240,1500,225 x 125
R550,R0550,TAPEX,C000182,PP,,4 HOLES,240,1200,215 x 40
R551,R0551,ALLPLAS EXTRUSIONS,C000017,SCB,,,240,950,155 x 70
R552,R0552,MPE PLASTICS,C000118,SCB,,,240,1150,75 x 50
R553,R0553,AEP INDUSTRIES,C000008,SCB,,,240,400,185 x 30
R554,R0554,VINIDEX - HEAD OFFICE,C000201,CKB,,3 UP=120mm WIDE CUSTOMER TO SUPPLY FRAME,240,850(2550),288 x 45
R555,R0555,TAPEX,C000182,SCB,,,240,1350,40 x 70
R556,R0556,WUNDERLICH PLASTICS,C000218,BCB,,,240,300,170 x 70
R556A,R0556A,ACACIA PRODUCTS,C000002,SCB,,Plugall @180Deg,240,1300,255 x 120
R557,R0557,TECHPLAS EXTRUSION  ,C000184,SCB,,REPLACED BY R357 23/5/02,240,2000,255 x 100
R558,R0558,TECHPLAS EXTRUSION  ,C000184,SCB,,REPLACED BY R356 23/8/02,240,1800,89 x 55
R559,R0559,TAPEX,C000182,SCB,,,240,575,240 x 350
R560,R0560,SILVER FOX CHEMICALS,C000173,CKB,,6 ELEMENTS PER UNIT,240/415,7680,90 x 60
R561,R0561,PCC PACKAGING,C000130,SCB,,,240,600,140 x 28
R562,R0562,PCC PACKAGING,C000130,SCB,,,240,300,212 x 38
R563,R0563,SURETECO,C000178,SCB,,,240,850,212 x 90
R564,R0564,SURETECO,C000178,SCB,,"STD HX P/ALL 1"" THERMO HOLE",240,2000,250X150 S/L695
R565,R0565,CINQPLAST PLASTOP,C000044,SCB,,,240,3700,90X68 S/L125
R566,R0566,PCC PACKAGING,C000130,SBCB,,,240,300,110 x 72
R567,R0567,ACACIA PRODUCTS,C000002,SCB,,,240,850,123 x 28
R568,R0568,TAPEX,C000182,SCB,,,240,350,150 x 75
R569,R0569,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,#20-1328,220,1000,470 x 190
R570,R0570,IPLEX - CHIPPING NORTON,C000092,SCB,,,240,3600,280 x 225
R571,R0571,TUSCAN INDUSTRIES,C000194,PP,,,240,1650,225 x 130
R572,R0572,TUSCAN INDUSTRIES,C000194,PP,,,240,750,170 x 35
R573,R0573,CLOROX,C000047,SCB,,,240,600,200 x 135
R574,R0574,TECHPLAS EXTRUSION  ,C000184,CKB,,ALSO MADE AS R1121 W3250,240,3000,295 x 270
R575,R0575,APP,C000024,SCB,,,240,3800,135 x 135
R576,R0576,CLOROX,C000047,PP,,,240,500,450 x 80
R577,R0577,CROMFORD PIPE MOSSVALE,C000051,CKB,,,240,2200,210 x 170
R578,R0578,SURETECO,C000178,SCB,,,240,4000,145X128 S/L415
R579,R0579,CINQPLAST PLASTOP,C000044,SCB,,,240,1600,89 x 47
R580,R0580,UNOMEDICAL,C000198,SCB,,,240,400,60 x 100
R581,R0581,APP,C000024,SCB,,,240,600,424 x 180
R582,R0582,IPLEX - CHIPPING NORTON,C000092,SCB,,Doublle slot 32mm Holes @90Deg & 45Deg,240,3600,660 x 50
R583,R0583,VINIDEX - HEAD OFFICE,C000201,CKB,,FLAT STRIP,240,1750,D335mm x W110mm
R584,R0584,VINIDEX - HEAD OFFICE,C000201,SCB,,Std Hx P/all  except Wa  2 wa block and box 2 x 32MM holes @ 90 & 270 deg Comp Chamber ,240,3000,150 x 130
R585,R0585,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,#11-3063,240,2000,227 x 110
R586,R0586,IPLEX - CHIPPING NORTON,C000092,SCB,,,240/415,2100,140 x 20
R587,R0587,APP,C000024,SCB,,,240,300,165 x 40
R588,R0588,FLOWMASTER PIPES,C000070,SCB,,,240,750,160 x 40
R589,R0589,ADVANCE PROFILE TECH,C000007,SCB,,,240,600,300 x 100
R590,R0590,ADVANCE PROFILE TECH,C000007,SCB,,,240,3300,239 x 150
R591,R0591,IPLEX - CHIPPING NORTON,C000092,BCB,,,240,3000,140 x 25
R592,R0592,APP,C000024,SCB,,,240,350,353 x 73
R593,R0593,TAPEX,C000182,SCB,,,240,2800,260 x 38
R594,R0594,SURETECO,C000178,SCB,,STD HEATREX PLUGALL,240,1050,90 x 175
R595,R0595,VINIDEX - HEAD OFFICE,C000201,SPP,,DIE ELEMENTS SEGMENTED 8 PARTS,240,450,850X45 S/L1320
R596,R0596,VINIDEX - HEAD OFFICE,C000201,SSCB,,,240,1600,D220mm x W60mm 
R597,R0597,SURETECO,C000178,SCB,,Standard Heatrex Plugall Nut & Bush,240,1500,170 x 50
R598,R0598,CLOROX,C000047,SCB,,,240,800,205 x 165
R599,R0599,RELN PLASTICS,C000159,CKB,,,240/415,3500,DIA 89
R600,R0600,TAPEX,C000182,MPP,,MICA ROUND,240,640,185 x 50
R601,R0601,APP,C000024,SCB,,,240,1000,125 x 85
R602,R0602,ALDRIDGE TRAFFIC SYSTEMS,C000015,SCB,,SHEATH OFF CENTRE,240,1000,78 x 190
R603,R0603,Amalgamated Diemold DME,C000019,SCB,,,240,1400,175 x 80
R604,R0604,G JAMES EXTRUSION,C000077,SCB,,,240,1500,500X250 S/L770
R605,R0605,KEY PLASTICS,C000100,SSCB,,,240,3600,400X280 S/L614
R606,R0606,KEY PLASTICS,C000100,SSCB,,,240,3600,400X250 S/L614
R607,R0607,KEY PLASTICS,C000100,SSCB,,,240,3600,230 x 130
R608,R0608,VPI BUILDING,C000062,SCB,,"STD HX P/ALL 1"" THERMO HOLE ",240,2800,194 x 70
R609,R0609,APP,C000024,SCB,,,240,1500,185 x 30
R610,R0610,SURETECO,C000178,SCB,,,240,600,265 x 105
R611,R0611,VPI BUILDING,C000062,SCB,,,240,3000,180 x 85
R612,R0612,EXTRUSION TECH,C000066,SCB,,,240,1500,280 x 40
R613,R0613,MARCO EXTRUSION,C000107,SCB,,,240,1000,280 x 110
R614,R0614,MARCO EXTRUSION,C000107,SCB,,,240,2800,203 x 65
R615,R0615,CROMFORD PIPE MOSSVALE,C000051,CKB,,,240,2200,250 x 105
R616,R0616,MPE PLASTICS,C000118,SCB,,,240,2600,90 x 50
R617,R0617,MPE PLASTICS,C000118,SCB,,,240,450,250 x 40
R618,R0618,SILVER FOX CHEMICALS,C000173,SCB,,,240,950,250 x 40
R618 ,R0618,SILVER FOX CHEMICALS,C000173,SCB,,,240,950,320 x 100
R619,R0619,VPI BUILDING,C000062,SCB,,,240,3100,388 x 100
R620,R0620,TAPEX,C000182,SCB,,,240,1500,150 x 60
R621,R0621,APP,C000024,SCB,,,240,1000,250X150 S/L375
R622,R0622,APP,C000024,SSCB,,Plugall 40 from edge,240,1700,113 x 130
R623,R0623,PCC PACKAGING,C000130,SCB,,100mm Leads 30 from Edge,240,1500,140 x 138
R624,R0624,APP,C000024,SCB,,,240,1200,230X150X55
R625,R0625,APP,C000024,RAPP,,,240,650,630 x 25
R626,R0626,UNITED PACIFIC,C000197,PP,,,240,800,100 x 48
R627,R0627,CLOROX,C000047,CKB,,,240,1000,140 x 110
R628,R0628,KEY PLASTICS,C000100,SCB,,,240,1000,165 x 100
R629,R0629,TECHPLAS EXTRUSION  ,C000184,SCB,,STD HX P/ALL 50MM FROM END 3/4 TC HOLE,240,1800,140 x 30
R630,R0630,SVP INDUSTRIES,C000179,SCB,,,240,400,280X152X50
R631,R0631,SVP INDUSTRIES,C000179,RAPP,,,240,700,178 x 50
R632,R0632,SVP INDUSTRIES,C000179,SCB,,,240,800,152 x 50
R633,R0633,SVP INDUSTRIES,C000179,SCB,,,240,700,196 x 54
R634,R0634,APP,C000024,SCB,,,240,1150,160X175 S/L330
R635,R0635,SIMS METAL,C000174,SSCB,,,240,1000,200 x 80
R636,R0636,ACACIA PRODUCTS,C000002,SCB,,,240,1750,85 x 210
R637,R0637,CINQPLAST PLASTOP,C000044,CKB,,,240,1500,158 x 390
R638,R0638,THOMAS THOMS,C000190,SCB,,,240,3500,110 x 50
R639,R0639,AEP INDUSTRIES,C000008,CKB,,,240,666,145 x 230
R640,R0640,ACACIA PRODUCTS,C000002,SCB,,,240,2500,200 x 105
R641,R0641,SILVER FOX CHEMICALS,C000173,SCB,,,240,2000,290 x 100
R642,R0642,ACACIA PRODUCTS,C000002,SCB,,,240,2600,300 x 200
R643,R0643,FOSTER PLASTICS - VIC,C000074,SPP,,ROUND #C10,240,1200,347 x 80
R644,R0644,THOMAS THOMS,C000190,SCB,,,240,3000,58 x 50
R645,R0645,FOSTER PLASTICS - VIC,C000074,BCB,,#2010 MACHINE,240,310,355X135X125
R646,R0646,TECHPLAS EXTRUSION  ,C000184,RAPP,,,240,1800,225 x 65
R647,R0647,THOMAS THOMS,C000190,SCB,,,240,1600,324 x 90
R648,R0648,VINIDEX - HEAD OFFICE,C000201,SCB,,STD HX P/ALL 2 x 32mm holes 125 CORFLOW ,240,2600,166X140 S/L393
R649,R0649,CLOVER PLASTICS,C000048,SSCB,,,240,1200,355 x 135
R650,R0650,TECHPLAS EXTRUSION  ,C000184,PP,,,240,1300,278 x 75
R651,R0651,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,2300,190 x 130
R652,R0652,KEY PLASTICS,C000100,SCB,,,240,2000,195 x 160
R653,R0653,KEY PLASTICS,C000100,SCB,,,240,1500,135 x 135
R654,R0654,TECHPLAS EXTRUSION  ,C000184,PP,,,240,500,168X25 S/L270
R655,R0655,BRONADA SALES & MARK,C000037,STB,,SECTIONAL TUBULAR,240,600,50 x 55
R656,R0656,FENSKE,C000069,SCB,,"STD HEATREX PLUGALL 1/2"" THERMO HOLE",240,300,240 x 150
R657,R0657,TUSCAN INDUSTRIES,C000194,SCB,,,240,3000,220 x 120
R658,R0658,SILVER FOX CHEMICALS,C000173,SCB,,GREG KING,240,2750,137 x 50
R659,R0659,VPI BUILDING,C000062,SCB,,,240,750,250X35 S/L380
R660,R0660,PCC PACKAGING,C000130,SSCB,,,240,450,195 x 95
R661,R0661,APP,C000024,SCB,,,240,2000,100 x 30
R662,R0662,PROFILE PLASTIC EXTRUSIONS,C000153,SCB,,STANDARD HEATREX PLUGALL NO HOLES,240,325,100 x 45
R663,R0663,SURETECO,C000178,SCB,,,240,500,165 x 55
R664,R0664,IPLEX - CHIPPING NORTON,C000092,SCB,,,240,900,90 x 85
R665,R0665,APP,C000024,SCB,,,240,850,67 x 100
R666,R0666,SIMS METAL,C000174,SCB,,,240,725,165 x 100
R667,R0667,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,1800,197 x 100
R668,R0668,BRONADA SALES & MARK,C000037,SCB,,,240,2150,150X140 S/L225
R669,R0669,APP,C000024,SPP,,,240,1100,150X140 S/L220
R670,R0670,APP,C000024,SPP,,,240,1100,140 x 138
R671,R0671,APP,C000024,SCB,,,240,2000,100 x 30
R672,R0672,TECHPLAS EXTRUSION  ,C000184,SCB,,STD HX P/ALL NO HOLES ,240,330,155 x 55
R673,R0673,ACACIA PRODUCTS,C000002,SCB,,,240,850,270 x 70
R674,R0674,ADVANCE PROFILE TECH,C000007,SCB,,,240,900,300 x 50
R675,R0675,CROMFORD,C000050,SCB,,,240,1500,88 x 50
R676,R0676,SIMS METAL,C000174,SCB,,,240,475,400 x 55
R677,R0677,ASTRON PLASTICS,C000026,SCB,,,415,2100,115 x 60
R678,R0678,UNOMEDICAL,C000198,SCB,,,240,700,64 x 50
R679,R0679,POLO PLASTICS,C000140,BCB,,,240,200,196 x 25
R680,R0680,BUONO NET,C000038,SCB,,STD HEATREX P/ALL NO HOLES,240,425,342 x 100
R681,R0681,IPLEX - CHIPPING NORTON,C000092,SCB,,,240,2000,294 x 152
R682,R0682,IPLEX - CHIPPING NORTON,C000092,SCB,,"STD HX PLUGALL 2 X1"" DOUBLE SLOTS",240,3200,300 x 290
R683,R0683,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,3600,200 x 60
R684,R0684,PACEMAKER COMPONENTS,C000124,SCB,,,240,1275,88 x 100
R685,R0685,DAVID PLASTIC CO,C000056,SCB,,,415,800,229 x 170
R686,R0686,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,3600,160 x 80
R687,R0687,PACEMAKER COMPONENTS,C000124,SCB,,"STD HX P/ALL 3/4"" THERMO HOLE @ 90 DEGREES",240,1500,308 x 50
R688,R0688,TAPEX,C000182,SCB,,,240,1600,230 x 70
R689,R0689,ACACIA PRODUCTS,C000002,SCB,,,240,1750,350X50 S/L530
R690,R0690,CLOROX,C000047,SCKB,,,240,1900,145X128 S/L225
R691,R0691,APP,C000024,SPP,,Screw Terminals 50mm from edge,120,900,110 x 38
R692,R0692,APP,C000024,SCB,,,240,400,180 x 22
R693,R0693,ASTRON PLASTICS,C000026,TUB,,TEE # BH18022,240,1000,500X45 S/L530
R694,R0694,THOMAS THOMS,C000190,SCKB,,,240,800,290 x 50
R695,R0695,SILVER FOX CHEMICALS,C000173,TUB,,IEH # H8649,240,3600,290 x 50
R695,R0695,SILVER FOX CHEMICALS,C000173,TUB,,IEH # H8649,240,3600,270 x 50
R696,R0696,SILVER FOX CHEMICALS,C000173,SCB,,,240,1200,D185mm x W70mm
R697,R0697,SILVER FOX CHEMICALS,C000173,SCB,,"Standard Heatrex Plugall 3/4"" T/C at 90 Deg",240,1200,98 x 80
R698,R0698,TECHPLAS EXTRUSION  ,C000184,SCB,,,240,850,160 x 115
R699,R0699,TURNKEY ELECTRICAL,C000193,SCB,,,415,1500,195 x 70
R700,R0700,SILVER FOX CHEMICALS,C000173,SCB,,,240,1300,70 x 170
R701,R0701,SILVER FOX CHEMICALS,C000173,SCB,,,240,1200,760X100 S/L1160
R702,R0702,KEY PLASTICS,C000100,SSCB,,,240,3600,305 x 75
R703,R0703,CLOROX,C000047,SCB,,,240,2500,150 x 105
R704,R0704,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,# 10-1001,240,1500,125 x 95
R705,R0705,CINQPLAST PLASTOP,C000044,SCB,,,240,1300,D324mmx W88mm
R706,R0706,VINIDEX - HEAD OFFICE,C000201,SCB,,"TRIWALL STD HX P/ALL  QRS 40MM HOLE & 1"" HOLE/ SUNSHINE HARD WIRED 2M LEADS",240,2750,255 x 38
R707,R0707,APP,C000024,SCB,,,240,950,155 x 170
R708,R0708,PCC PACKAGING,C000130,SCB,,,240,2800,120 x 35
